nome,f1_macro,accuracy,precision_macro,recall_macro,best_epoch
vgg11,0.7896825396825397,0.7948717948717948,0.7910353535353536,0.7944444444444445,18
dino_vit,0.7940350877192982,0.7948717948717948,0.85,0.7972222222222222,62
resnet18,0.8215441176470588,0.8205128205128205,0.8583333333333334,0.8222222222222222,56
googlenet,0.7515082956259427,0.7435897435897436,0.796875,0.7444444444444444,50
vit,0.7125350140056023,0.717948717948718,0.7130681818181819,0.7138888888888888,49
