epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
77,359.989,0.28438,0.87179,1,1.03273,0.000687222,0.000687222,0.000687222
78,364.347,0.25933,0.89744,1,1.6803,0.00067997,0.00067997,0.00067997
79,368.429,0.19467,0.89744,1,0.56544,0.000672675,0.000672675,0.000672675
80,372.382,0.33731,0.87179,1,1.34107,0.000665339,0.000665339,0.000665339
81,377.358,0.23995,0.87179,1,0.75272,0.000657963,0.000657963,0.000657963
82,382.051,0.22315,0.79487,1,0.42126,0.00065055,0.00065055,0.00065055
83,386.197,0.08582,0.82051,1,0.65948,0.000643101,0.000643101,0.000643101
84,391.248,0.35787,0.82051,1,0.81975,0.000635617,0.000635617,0.000635617
85,395.441,0.30179,0.84615,1,0.50515,0.000628101,0.000628101,0.000628101
86,400.012,0.38942,0.84615,1,0.84251,0.000620555,0.000620555,0.000620555
87,404.828,0.40933,0.84615,1,0.77545,0.000612981,0.000612981,0.000612981
88,408.9,0.17999,0.82051,1,0.99343,0.00060538,0.00060538,0.00060538
89,413.629,0.18816,0.79487,1,0.8368,0.000597754,0.000597754,0.000597754
90,418.572,0.17031,0.82051,1,0.54377,0.000590105,0.000590105,0.000590105
91,422.953,0.14096,0.79487,1,0.48133,0.000582435,0.000582435,0.000582435
92,427.171,0.22069,0.74359,1,1.01372,0.000574746,0.000574746,0.000574746
93,431.507,0.35398,0.79487,1,0.52105,0.00056704,0.00056704,0.00056704
94,435.854,0.18319,0.76923,1,0.37928,0.000559318,0.000559318,0.000559318
95,441.479,0.15778,0.79487,1,0.43584,0.000551584,0.000551584,0.000551584
96,446.011,0.4226,0.84615,1,0.50954,0.000543837,0.000543837,0.000543837
97,451.893,0.49948,0.84615,1,0.29733,0.000536081,0.000536081,0.000536081
98,457.436,0.27673,0.87179,1,0.27676,0.000528318,0.000528318,0.000528318
99,463.954,0.27168,0.84615,1,0.31724,0.000520548,0.000520548,0.000520548
100,469.673,0.15848,0.84615,1,0.49917,0.000512775,0.000512775,0.000512775
101,475.089,0.281,0.87179,1,0.95986,0.000505,0.000505,0.000505
102,479.432,0.15337,0.84615,1,1.25476,0.000497225,0.000497225,0.000497225
103,483.972,0.17729,0.87179,1,1.06109,0.000489452,0.000489452,0.000489452
104,488.639,0.13613,0.89744,1,0.63668,0.000481682,0.000481682,0.000481682
105,494.306,0.20912,0.89744,1,0.5329,0.000473919,0.000473919,0.000473919
106,499.603,0.09548,0.89744,1,0.52881,0.000466163,0.000466163,0.000466163
107,505.341,0.16057,0.87179,1,1.11152,0.000458416,0.000458416,0.000458416
108,511.486,0.11798,0.87179,1,0.90649,0.000450682,0.000450682,0.000450682
