nome,f1_macro,accuracy,precision_macro,recall_macro,best_epoch
vgg11,0.7947368421052631,0.7948717948717948,0.7972222222222222,0.7944444444444445,56
dino_vit,0.8010526315789473,0.7948717948717948,0.8444444444444444,0.7916666666666667,68
resnet18,0.6784915720674235,0.6923076923076923,0.6883928571428571,0.6944444444444444,72
googlenet,0.6200501253132832,0.6153846153846154,0.6347222222222222,0.6166666666666667,46
vit,0.657097288676236,0.6666666666666666,0.6597222222222222,0.6638888888888889,53
