nome,f1_macro,accuracy,precision_macro,recall_macro,best_epoch
vgg11,0.6861946532999165,0.6923076923076923,0.6916035353535354,0.6888888888888889,200
dino_vit,0.775219298245614,0.7692307692307693,0.8015873015873015,0.7666666666666666,17
resnet18,0.7294372294372296,0.7435897435897436,0.753030303030303,0.7472222222222222,91
googlenet,0.7334672999634636,0.7435897435897436,0.7436938061938063,0.7416666666666666,18
vit,0.578204334365325,0.5641025641025641,0.6285714285714286,0.5611111111111111,21
