nome,f1_macro,accuracy,precision_macro,recall_macro,best_epoch
vgg11,0.73765664160401,0.7435897435897436,0.7397727272727272,0.7416666666666667,13
dino_vit,0.7515160183066361,0.7435897435897436,0.7739010989010988,0.7416666666666667,16
resnet18,0.7931372549019609,0.7948717948717948,0.8051948051948052,0.7972222222222222,52
googlenet,0.7329029793735675,0.7435897435897436,0.786904761904762,0.7388888888888888,44
vit,0.7138528138528139,0.717948717948718,0.731439393939394,0.7138888888888888,61
